dipendente_id,matricola,nome,cognome,email,telefono,filiale_id,ruolo,data_assunzione,data_cessazione,stato,created_at,updated_at
291,MAT000291,Angela,Trovato,angela.trovato@bancatrinacria.it,+393301739348,28,Cassiere,2017-04-06,,Attivo,2026-01-26 22:18:19.603271,2026-01-26 22:18:19.603272
292,MAT000292,Luigi,Borsellino,luigi.borsellino@bancatrinacria.it,+393497375300,16,Cassiere,2022-07-14,,Attivo,2026-01-26 22:18:19.604145,2026-01-26 22:18:19.604146
293,MAT000293,Simone,Sciacca,simone.sciacca@bancatrinacria.it,+393311811437,1,Operatore,2018-04-27,,Attivo,2026-01-26 22:18:19.604986,2026-01-26 22:18:19.604987
294,MAT000294,Teresa,Borsellino,teresa.borsellino@bancatrinacria.it,+393385561100,5,Operatore,2024-07-21,,Attivo,2026-01-26 22:18:19.605825,2026-01-26 22:18:19.605827
295,MAT000295,Lucia,D'Angelo,lucia.d'angelo@bancatrinacria.it,+393469415521,29,Operatore,2019-06-30,,Attivo,2026-01-26 22:18:19.606689,2026-01-26 22:18:19.606690
296,MAT000296,Calogero,Riccobono,calogero.riccobono@bancatrinacria.it,+393452120216,26,Gestore,2021-08-16,,Attivo,2026-01-26 22:18:19.607789,2026-01-26 22:18:19.607791
297,MAT000297,Andrea,Fontana,andrea.fontana@bancatrinacria.it,+393425902771,18,Gestore,2024-12-14,,Cessato,2026-01-26 22:18:19.608844,2026-01-26 22:18:19.608845
298,MAT000298,Pietro,Castagna,pietro.castagna@bancatrinacria.it,+393208993588,24,Operatore,2022-09-20,,Attivo,2026-01-26 22:18:19.609664,2026-01-26 22:18:19.609665
299,MAT000299,Carmela,Riccobono,carmela.riccobono@bancatrinacria.it,+393406289002,10,Cassiere,2020-09-01,,Attivo,2026-01-26 22:18:19.610476,2026-01-26 22:18:19.610477
300,MAT000300,Luigi,Lombardo,luigi.lombardo@bancatrinacria.it,+393475354083,22,Operatore,2021-03-04,,Attivo,2026-01-26 22:18:19.611300,2026-01-26 22:18:19.611302
301,MAT000301,Carmela,Marino,carmela.marino@bancatrinacria.it,+393467971775,28,Cassiere,2016-05-01,,Attivo,2026-01-26 22:18:19.612153,2026-01-26 22:18:19.612154
302,MAT000302,Maria,Gallo,maria.gallo@bancatrinacria.it,+393426088019,26,Operatore,2021-12-10,,Attivo,2026-01-26 22:18:19.613017,2026-01-26 22:18:19.613018
303,MAT000303,Valentina,Marchese,valentina.marchese@bancatrinacria.it,+393465503758,1,Operatore,2023-08-10,,Attivo,2026-01-26 22:18:19.613835,2026-01-26 22:18:19.613836
304,MAT000304,Stefania,Piana,stefania.piana@bancatrinacria.it,+393301305548,30,Cassiere,2020-11-08,,Attivo,2026-01-26 22:18:19.614664,2026-01-26 22:18:19.614665
305,MAT000305,Luigi,Sciacca,luigi.sciacca@bancatrinacria.it,+393316149331,24,Gestore,2024-07-22,,Attivo,2026-01-26 22:18:19.615512,2026-01-26 22:18:19.615513
306,MAT000306,Giovanni,Coco,giovanni.coco@bancatrinacria.it,+393306091779,2,Cassiere,2020-08-27,,Attivo,2026-01-26 22:18:19.616495,2026-01-26 22:18:19.616496
307,MAT000307,Chiara,SuteraRusso,chiara.suterarusso@bancatrinacria.it,+393496978292,9,Cassiere,2023-03-12,,Attivo,2026-01-26 22:18:19.617421,2026-01-26 22:18:19.617423
308,MAT000308,Antonino,Torrisi,antonino.torrisi@bancatrinacria.it,+393426934654,15,Operatore,2020-01-29,,Attivo,2026-01-26 22:18:19.618489,2026-01-26 22:18:19.618490
309,MAT000309,Matteo,Barbera,matteo.barbera@bancatrinacria.it,+393495833394,25,Gestore,2022-09-13,,Attivo,2026-01-26 22:18:19.619637,2026-01-26 22:18:19.619638
310,MAT000310,Teresa,Torrisi,teresa.torrisi@bancatrinacria.it,+393495158799,18,Gestore,2022-06-25,,Attivo,2026-01-26 22:18:19.620550,2026-01-26 22:18:19.620551
311,MAT000311,Davide,Trovato,davide.trovato@bancatrinacria.it,+393450810620,30,Cassiere,2022-07-08,,Attivo,2026-01-26 22:18:19.621431,2026-01-26 22:18:19.621432
312,MAT000312,Luigi,Trovato,luigi.trovato@bancatrinacria.it,+393362043805,29,Cassiere,2024-02-17,,Attivo,2026-01-26 22:18:19.622325,2026-01-26 22:18:19.622326
313,MAT000313,Valentina,Palermo,valentina.palermo@bancatrinacria.it,+393496384066,12,Operatore,2019-09-03,,Attivo,2026-01-26 22:18:19.623179,2026-01-26 22:18:19.623180
314,MAT000314,Antonino,SuteraRusso,antonino.suterarusso@bancatrinacria.it,+393204397359,12,Gestore,2021-02-16,,Attivo,2026-01-26 22:18:19.624174,2026-01-26 22:18:19.624175
315,MAT000315,Giovanni,Valenti,giovanni.valenti@bancatrinacria.it,+393462122816,20,Cassiere,2015-06-16,,Attivo,2026-01-26 22:18:19.625013,2026-01-26 22:18:19.625015
316,MAT000316,Vincenzo,Costa,vincenzo.costa@bancatrinacria.it,+393360572025,6,Cassiere,2021-09-10,,Attivo,2026-01-26 22:18:19.625826,2026-01-26 22:18:19.625827
317,MAT000317,Francesca,Rossitto,francesca.rossitto@bancatrinacria.it,+393495158328,22,Operatore,2015-10-07,,Attivo,2026-01-26 22:18:19.626649,2026-01-26 22:18:19.626650
318,MAT000318,Davide,La Rosa,davide.la rosa@bancatrinacria.it,+393295335554,11,Operatore,2017-06-13,,Attivo,2026-01-26 22:18:19.627459,2026-01-26 22:18:19.627460
319,MAT000319,Alessandro,Asaro,alessandro.asaro@bancatrinacria.it,+393305739930,27,Direttore,2022-08-27,,Attivo,2026-01-26 22:18:19.628417,2026-01-26 22:18:19.628418
320,MAT000320,Angela,Gagliano,angela.gagliano@bancatrinacria.it,+393368408588,27,Gestore,2019-12-31,,Attivo,2026-01-26 22:18:19.629342,2026-01-26 22:18:19.629343
321,MAT000321,Giovanni,Catalano,giovanni.catalano@bancatrinacria.it,+393481128801,19,Cassiere,2017-05-13,,Attivo,2026-01-26 22:18:19.630353,2026-01-26 22:18:19.630354
322,MAT000322,Daniela,Gallo,daniela.gallo@bancatrinacria.it,+393348612075,9,Cassiere,2015-06-05,,Attivo,2026-01-26 22:18:19.631297,2026-01-26 22:18:19.631298
323,MAT000323,Pietro,Lombardo,pietro.lombardo@bancatrinacria.it,+393354667665,5,Gestore,2015-03-11,,Attivo,2026-01-26 22:18:19.632285,2026-01-26 22:18:19.632286
324,MAT000324,Giuseppe,Caruso,giuseppe.caruso@bancatrinacria.it,+393281581449,7,Direttore,2015-12-21,,Attivo,2026-01-26 22:18:19.633429,2026-01-26 22:18:19.633430
325,MAT000325,Calogero,Grasso,calogero.grasso@bancatrinacria.it,+393207283268,24,Gestore,2018-04-23,,Attivo,2026-01-26 22:18:19.634315,2026-01-26 22:18:19.634316
326,MAT000326,Stefania,Asaro,stefania.asaro@bancatrinacria.it,+393498210099,2,Operatore,2019-06-03,,Attivo,2026-01-26 22:18:19.635175,2026-01-26 22:18:19.635177
327,MAT000327,Francesca,Marchese,francesca.marchese@bancatrinacria.it,+393403682223,29,Direttore,2021-12-01,,Attivo,2026-01-26 22:18:19.636037,2026-01-26 22:18:19.636038
328,MAT000328,Teresa,SuteraRusso,teresa.suterarusso@bancatrinacria.it,+393497814141,29,Operatore,2017-03-19,,Attivo,2026-01-26 22:18:19.636875,2026-01-26 22:18:19.636876
329,MAT000329,Lucia,D'Angelo,lucia.d'angelo@bancatrinacria.it,+393313149135,7,Cassiere,2020-06-13,,Attivo,2026-01-26 22:18:19.637682,2026-01-26 22:18:19.637683
330,MAT000330,Francesca,Santoro,francesca.santoro@bancatrinacria.it,+393405620533,26,Direttore,2022-12-27,,Attivo,2026-01-26 22:18:19.638610,2026-01-26 22:18:19.638611
331,MAT000331,Stefania,Vitale,stefania.vitale@bancatrinacria.it,+393397775478,7,Cassiere,2016-03-21,,Attivo,2026-01-26 22:18:19.639434,2026-01-26 22:18:19.639435
332,MAT000332,Caterina,Vitale,caterina.vitale@bancatrinacria.it,+393493411080,13,Gestore,2024-02-11,,Attivo,2026-01-26 22:18:19.640245,2026-01-26 22:18:19.640246
333,MAT000333,Martina,Martino,martina.martino@bancatrinacria.it,+393288488725,13,Operatore,2019-05-27,,Attivo,2026-01-26 22:18:19.641178,2026-01-26 22:18:19.641180
334,MAT000334,Domenico,Vitale,domenico.vitale@bancatrinacria.it,+393468816580,3,Cassiere,2022-06-07,,Attivo,2026-01-26 22:18:19.642072,2026-01-26 22:18:19.642073
335,MAT000335,Luigi,Vitale,luigi.vitale@bancatrinacria.it,+393462299275,6,Operatore,2015-06-15,,Attivo,2026-01-26 22:18:19.643006,2026-01-26 22:18:19.643007
336,MAT000336,Francesco,Salerno,francesco.salerno@bancatrinacria.it,+393403038567,19,Operatore,2020-02-06,,Cessato,2026-01-26 22:18:19.643865,2026-01-26 22:18:19.643866
337,MAT000337,Antonino,Gallo,antonino.gallo@bancatrinacria.it,+393484498926,25,Cassiere,2022-05-01,,Attivo,2026-01-26 22:18:19.644981,2026-01-26 22:18:19.644982
338,MAT000338,Francesco,Rizza,francesco.rizza@bancatrinacria.it,+393423865577,8,Operatore,2024-12-12,,Attivo,2026-01-26 22:18:19.645995,2026-01-26 22:18:19.645996
339,MAT000339,Vincenzo,Pappalardo,vincenzo.pappalardo@bancatrinacria.it,+393333184322,28,Operatore,2016-10-06,,Attivo,2026-01-26 22:18:19.646848,2026-01-26 22:18:19.646849
340,MAT000340,Angela,Parisi,angela.parisi@bancatrinacria.it,+393455177739,21,Cassiere,2016-10-22,,Attivo,2026-01-26 22:18:19.647698,2026-01-26 22:18:19.647699
341,MAT000341,Carmela,Borsellino,carmela.borsellino@bancatrinacria.it,+393319922809,22,Operatore,2016-08-24,,Attivo,2026-01-26 22:18:19.648563,2026-01-26 22:18:19.648564
342,MAT000342,Teresa,La Rosa,teresa.la rosa@bancatrinacria.it,+393204137977,23,Operatore,2016-11-29,,Attivo,2026-01-26 22:18:19.649498,2026-01-26 22:18:19.649499
343,MAT000343,Giovanna,Fontana,giovanna.fontana@bancatrinacria.it,+393484257991,28,Operatore,2017-07-30,,Attivo,2026-01-26 22:18:19.650366,2026-01-26 22:18:19.650367
344,MAT000344,Maria,Longo,maria.longo@bancatrinacria.it,+393488629127,29,Gestore,2021-11-23,,Attivo,2026-01-26 22:18:19.651182,2026-01-26 22:18:19.651183
345,MAT000345,Davide,Torrisi,davide.torrisi@bancatrinacria.it,+393301729806,32,Gestore,2020-11-08,,Attivo,2026-01-26 22:18:19.652072,2026-01-26 22:18:19.652074
346,MAT000346,Chiara,Nicolosi,chiara.nicolosi@bancatrinacria.it,+393357659916,32,Gestore,2016-07-02,,Attivo,2026-01-26 22:18:19.652949,2026-01-26 22:18:19.652950
347,MAT000347,Rosa,Trovato,rosa.trovato@bancatrinacria.it,+393496430098,15,Direttore,2016-04-27,,Attivo,2026-01-26 22:18:19.653767,2026-01-26 22:18:19.653768
348,MAT000348,Giuseppina,Castagna,giuseppina.castagna@bancatrinacria.it,+393455126944,21,Operatore,2024-08-02,,Attivo,2026-01-26 22:18:19.654616,2026-01-26 22:18:19.654617
349,MAT000349,Caterina,Grasso,caterina.grasso@bancatrinacria.it,+393346887258,8,Gestore,2021-03-22,,Attivo,2026-01-26 22:18:19.655461,2026-01-26 22:18:19.655462
350,MAT000350,Simone,Corsaro,simone.corsaro@bancatrinacria.it,+393422137213,2,Operatore,2020-09-13,,Attivo,2026-01-26 22:18:19.656311,2026-01-26 22:18:19.656312
